Index,Variant,region,Location code,ISO3,Type,Year,total_pop_january,total_pop_july,male_pop_july,female_pop_july,pop_density_july,sex_ratio_july,age_median_july,life_expectancy_birth,male_life_expectancy_birth,female_life_expectancy_birth,infant_mortality_rate_per_thou,under_5_deaths
172,Estimates,Northern Africa and Western Asia,1833,,SDG region,1972,  175 896,  178 250,  89 768,  88 482,14.3,101.5,17.1,53.9,51.7,56.3,121.5,  1 313
173,Estimates,Northern Africa and Western Asia,1833,,SDG region,1973,  180 605,  183 096,  92 288,  90 808,14.7,101.6,17.1,54.4,52,56.9,118.3,  1 291
174,Estimates,Northern Africa and Western Asia,1833,,SDG region,1974,  185 587,  188 055,  94 870,  93 184,15.1,101.8,17.2,54.9,52.6,57.4,114.9,  1 268
175,Estimates,Northern Africa and Western Asia,1833,,SDG region,1975,  190 522,  193 233,  97 569,  95 663,15.5,102,17.2,55.5,53.1,58.1,111.3,  1 241
176,Estimates,Northern Africa and Western Asia,1833,,SDG region,1976,  195 943,  198 771,  100 410,  98 361,15.9,102.1,17.2,55.8,53.5,58.4,108.1,  1 228
177,Estimates,Northern Africa and Western Asia,1833,,SDG region,1977,  201 599,  204 453,  103 276,  101 177,16.4,102.1,17.3,57,54.8,59.4,103.6,  1 191
178,Estimates,Northern Africa and Western Asia,1833,,SDG region,1978,  207 308,  210 301,  106 238,  104 064,16.9,102.1,17.4,57.7,55.4,60.1,99.6,  1 159
179,Estimates,Northern Africa and Western Asia,1833,,SDG region,1979,  213 295,  216 296,  109 300,  106 996,17.3,102.2,17.4,58.4,56.1,60.9,95.5,  1 126
180,Estimates,Northern Africa and Western Asia,1833,,SDG region,1980,  219 298,  222 541,  112 520,  110 021,17.8,102.3,17.5,59,56.6,61.6,91.3,  1 092
181,Estimates,Northern Africa and Western Asia,1833,,SDG region,1981,  225 785,  229 003,  115 852,  113 152,18.4,102.4,17.6,59.6,57,62.4,87.1,  1 057
182,Estimates,Northern Africa and Western Asia,1833,,SDG region,1982,  232 222,  235 590,  119 246,  116 344,18.9,102.5,17.7,59.9,57.3,62.7,83.2,  1 028
183,Estimates,Northern Africa and Western Asia,1833,,SDG region,1983,  238 958,  242 389,  122 764,  119 625,19.4,102.6,17.8,60.5,58,63.2,80.4,  1 009
184,Estimates,Northern Africa and Western Asia,1833,,SDG region,1984,  245 820,  249 317,  126 308,  123 009,20,102.7,17.9,61.1,58.5,63.8,76.4,967
185,Estimates,Northern Africa and Western Asia,1833,,SDG region,1985,  252 815,  256 235,  129 820,  126 415,20.5,102.7,18,61.7,59.2,64.4,72.6,926
186,Estimates,Northern Africa and Western Asia,1833,,SDG region,1986,  259 655,  263 199,  133 369,  129 831,21.1,102.7,18.1,62.6,60,65.4,67.3,852
187,Estimates,Northern Africa and Western Asia,1833,,SDG region,1987,  266 744,  270 271,  136 980,  133 291,21.7,102.8,18.2,63.2,60.7,65.9,64.3,817
188,Estimates,Northern Africa and Western Asia,1833,,SDG region,1988,  273 797,  277 338,  140 597,  136 741,22.2,102.8,18.3,63.2,60.7,65.9,62.1,798
189,Estimates,Northern Africa and Western Asia,1833,,SDG region,1989,  280 879,  284 470,  144 256,  140 214,22.8,102.9,18.4,63.9,61.4,66.5,59.8,772
190,Estimates,Northern Africa and Western Asia,1833,,SDG region,1990,  288 062,  291 047,  147 646,  143 401,23.3,103,18.5,64.3,61.8,66.9,57.5,741
191,Estimates,Northern Africa and Western Asia,1833,,SDG region,1991,  294 032,  297 763,  151 114,  146 649,23.9,103,18.7,64.9,62.5,67.4,55.2,704
192,Estimates,Northern Africa and Western Asia,1833,,SDG region,1992,  301 494,  305 060,  154 880,  150 180,24.4,103.1,18.9,65.4,63.1,67.9,52.9,671
193,Estimates,Northern Africa and Western Asia,1833,,SDG region,1993,  308 626,  312 421,  158 672,  153 749,25,103.2,19,65.8,63.4,68.3,51,647
194,Estimates,Northern Africa and Western Asia,1833,,SDG region,1994,  316 217,  319 755,  162 420,  157 335,25.6,103.2,19.2,66,63.6,68.6,49.1,622
195,Estimates,Northern Africa and Western Asia,1833,,SDG region,1995,  323 293,  326 833,  166 016,  160 817,26.2,103.2,19.4,66.4,64,69,47.3,598
196,Estimates,Northern Africa and Western Asia,1833,,SDG region,1996,  330 372,  333 837,  169 582,  164 256,26.8,103.2,19.6,66.8,64.5,69.4,45.4,572
197,Estimates,Northern Africa and Western Asia,1833,,SDG region,1997,  337 303,  340 846,  173 164,  167 683,27.3,103.3,19.8,67.2,64.8,69.6,43.7,551
198,Estimates,Northern Africa and Western Asia,1833,,SDG region,1998,  344 390,  347 965,  176 797,  171 168,27.9,103.3,20,67.5,65.2,70,41.9,529
199,Estimates,Northern Africa and Western Asia,1833,,SDG region,1999,  351 540,  355 119,  180 450,  174 668,28.5,103.3,20.2,67.8,65.5,70.2,40.3,511
200,Estimates,Northern Africa and Western Asia,1833,,SDG region,2000,  358 697,  362 460,  184 288,  178 171,29,103.4,20.5,68.3,66,70.7,38.6,487
201,Estimates,Northern Africa and Western Asia,1833,,SDG region,2001,  366 222,  369 968,  188 295,  181 673,29.6,103.6,20.7,68.6,66.3,71.1,37.1,469
202,Estimates,Northern Africa and Western Asia,1833,,SDG region,2002,  373 714,  377 563,  192 348,  185 215,30.3,103.9,21,69,66.7,71.4,35.6,451
203,Estimates,Northern Africa and Western Asia,1833,,SDG region,2003,  381 412,  385 181,  196 407,  188 774,30.9,104,21.2,69.1,66.6,71.6,34.4,443
204,Estimates,Northern Africa and Western Asia,1833,,SDG region,2004,  388 950,  392 909,  200 511,  192 398,31.5,104.2,21.5,69.1,66.6,71.8,33.4,439
205,Estimates,Northern Africa and Western Asia,1833,,SDG region,2005,  396 868,  400 956,  204 786,  196 171,32.1,104.4,21.8,69.4,66.9,72.1,32.1,429
206,Estimates,Northern Africa and Western Asia,1833,,SDG region,2006,  405 045,  409 344,  209 301,  200 043,32.8,104.6,22.1,69.9,67.4,72.6,30.4,408
207,Estimates,Northern Africa and Western Asia,1833,,SDG region,2007,  413 644,  418 225,  214 139,  204 085,33.5,104.9,22.4,70.3,67.8,72.9,29,396
208,Estimates,Northern Africa and Western Asia,1833,,SDG region,2008,  422 805,  427 531,  219 189,  208 342,34.3,105.2,22.7,70.6,68.2,73.2,27.9,389
209,Estimates,Northern Africa and Western Asia,1833,,SDG region,2009,  432 257,  436 888,  224 197,  212 691,35,105.4,23,71,68.8,73.5,26.8,377
210,Estimates,Northern Africa and Western Asia,1833,,SDG region,2010,  441 519,  446 081,  229 072,  217 009,35.7,105.6,23.2,71.3,69,73.7,25.9,371
211,Estimates,Northern Africa and Western Asia,1833,,SDG region,2011,  450 642,  455 432,  234 117,  221 316,36.5,105.8,23.5,71.4,69,73.8,25,366
212,Estimates,Northern Africa and Western Asia,1833,,SDG region,2012,  460 222,  465 277,  239 473,  225 805,37.3,106.1,23.7,71.4,69,74,24.4,370
213,Estimates,Northern Africa and Western Asia,1833,,SDG region,2013,  470 333,  475 599,  245 022,  230 578,38.1,106.3,23.9,71.7,69.3,74.3,23.7,366
214,Estimates,Northern Africa and Western Asia,1833,,SDG region,2014,  480 866,  486 457,  250 845,  235 611,39,106.5,24.1,72,69.7,74.6,22.9,358
215,Estimates,Northern Africa and Western Asia,1833,,SDG region,2015,  492 047,  497 571,  256 806,  240 765,39.9,106.7,24.4,72.1,69.7,74.8,22.4,353
216,Estimates,Northern Africa and Western Asia,1833,,SDG region,2016,  503 094,  508 025,  262 312,  245 713,40.7,106.8,24.6,72.4,69.9,75.1,21.7,339
217,Estimates,Northern Africa and Western Asia,1833,,SDG region,2017,  512 955,  517 512,  267 039,  250 472,41.5,106.6,24.8,72.7,70.3,75.4,21.2,331
218,Estimates,Northern Africa and Western Asia,1833,,SDG region,2018,  522 068,  526 457,  271 279,  255 178,42.2,106.3,24.9,73,70.6,75.6,20.9,321
219,Estimates,Northern Africa and Western Asia,1833,,SDG region,2019,  530 846,  535 333,  275 512,  259 821,42.9,106,25.1,73.4,71,75.9,20.5,310
220,Estimates,Northern Africa and Western Asia,1833,,SDG region,2020,  539 821,  543 949,  279 609,  264 340,43.6,105.8,25.3,72.1,69.6,74.8,20.1,299
221,Estimates,Northern Africa and Western Asia,1833,,SDG region,2021,  548 077,  552 427,  283 774,  268 653,44.3,105.6,25.4,71.7,69.5,74.1,19.7,289
222,Estimates,Northern Africa and Western Asia,1833,,SDG region,2022,  556 777,  562 409,  289 006,  273 402,45.1,105.7,25.6,73.5,71.2,76,19.3,281
223,Estimates,Northern Africa and Western Asia,1833,,SDG region,2023,  568 040,  572 507,  294 296,  278 211,45.9,105.8,25.9,73.8,71.5,76.2,19,287
224,Estimates,Central and Southern Asia,1831,,SDG region,1950,  476 561,  481 649,  248 443,  233 207,46.6,106.5,19.7,40.3,40.8,39.7,184.2,  6 239
225,Estimates,Central and Southern Asia,1831,,SDG region,1951,  486 738,  492 130,  253 896,  238 235,47.6,106.6,19.7,40.8,41.3,40.3,181.1,  6 294
226,Estimates,Central and Southern Asia,1831,,SDG region,1952,  497 522,  503 178,  259 653,  243 525,48.7,106.6,19.7,41.4,41.9,40.8,178,  6 323
227,Estimates,Central and Southern Asia,1831,,SDG region,1953,  508 835,  514 566,  265 571,  248 996,49.8,106.7,19.6,41.8,42.3,41.3,175.1,  6 362
228,Estimates,Central and Southern Asia,1831,,SDG region,1954,  520 298,  526 455,  271 741,  254 714,51,106.7,19.6,42.6,43.1,42.1,171.7,  6 347
229,Estimates,Central and Southern Asia,1831,,SDG region,1955,  532 611,  538 973,  278 245,  260 728,52.2,106.7,19.5,43.2,43.7,42.6,168.8,  6 350
230,Estimates,Central and Southern Asia,1831,,SDG region,1956,  545 334,  551 956,  284 993,  266 963,53.4,106.8,19.4,43.7,44.2,43.1,166.3,  6 360
231,Estimates,Central and Southern Asia,1831,,SDG region,1957,  558 577,  565 106,  291 795,  273 311,54.7,106.8,19.3,44.1,44.6,43.5,163.8,  6 374
232,Estimates,Central and Southern Asia,1831,,SDG region,1958,  571 634,  578 667,  298 822,  279 845,56,106.8,19.2,44.5,45.1,43.9,161.4,  6 373
233,Estimates,Central and Southern Asia,1831,,SDG region,1959,  585 699,  592 955,  306 262,  286 693,57.4,106.8,19.1,45,45.6,44.4,159,  6 364
234,Estimates,Central and Southern Asia,1831,,SDG region,1960,  600 211,  607 744,  313 952,  293 792,58.8,106.9,19,45.4,46,44.8,157,  6 388
235,Estimates,Central and Southern Asia,1831,,SDG region,1961,  615 277,  623 104,  321 949,  301 155,60.3,106.9,18.9,45.8,46.3,45.2,154.9,  6 411
236,Estimates,Central and Southern Asia,1831,,SDG region,1962,  630 930,  638 816,  330 109,  308 706,61.8,106.9,18.7,46.2,46.7,45.6,152.9,  6 431
237,Estimates,Central and Southern Asia,1831,,SDG region,1963,  646 702,  654 847,  338 412,  316 435,63.4,106.9,18.6,46.6,47.1,46,151.2,  6 458
238,Estimates,Central and Southern Asia,1831,,SDG region,1964,  662 993,  671 290,  346 917,  324 373,65,107,18.4,47,47.5,46.5,149.3,  6 470
239,Estimates,Central and Southern Asia,1831,,SDG region,1965,  679 587,  687 719,  355 391,  332 329,66.6,106.9,18.3,46.2,46.6,45.7,152.7,  6 798
240,Estimates,Central and Southern Asia,1831,,SDG region,1966,  695 852,  703 980,  363 744,  340 236,68.1,106.9,18.1,46.7,47.1,46.3,150.6,  6 762
241,Estimates,Central and Southern Asia,1831,,SDG region,1967,  712 109,  720 683,  372 334,  348 349,69.8,106.9,18,47.1,47.5,46.7,149,  6 760
242,Estimates,Central and Southern Asia,1831,,SDG region,1968,  729 258,  737 788,  381 102,  356 686,71.4,106.8,17.9,48.5,48.9,48.1,142.9,  6 481
243,Estimates,Central and Southern Asia,1831,,SDG region,1969,  746 318,  755 014,  389 882,  365 132,73.1,106.8,17.9,48.9,49.3,48.5,141.3,  6 483
244,Estimates,Central and Southern Asia,1831,,SDG region,1970,  763 709,  773 019,  399 163,  373 856,74.8,106.8,17.9,48.6,49.1,48.1,141,  6 616
245,Estimates,Central and Southern Asia,1831,,SDG region,1971,  782 330,  790 706,  408 111,  382 594,76.5,106.7,17.9,46.2,45.3,47.2,143.3,  6 968
246,Estimates,Central and Southern Asia,1831,,SDG region,1972,  799 082,  808 767,  417 220,  391 548,78.3,106.6,17.9,49.9,50.2,49.6,136.5,  6 532
247,Estimates,Central and Southern Asia,1831,,SDG region,1973,  818 453,  828 338,  427 305,  401 033,80.2,106.6,17.9,50.3,50.6,50,134.6,  6 544
248,Estimates,Central and Southern Asia,1831,,SDG region,1974,  838 223,  848 663,  437 807,  410 856,82.1,106.6,18,50.8,51.1,50.6,132.5,  6 532
249,Estimates,Central and Southern Asia,1831,,SDG region,1975,  859 102,  869 736,  448 748,  420 988,84.2,106.6,18,51.4,51.6,51.2,129.9,  6 474
250,Estimates,Central and Southern Asia,1831,,SDG region,1976,  880 370,  891 278,  459 903,  431 375,86.3,106.6,18.1,51.9,52.1,51.7,127.6,  6 446
251,Estimates,Central and Southern Asia,1831,,SDG region,1977,  902 186,  913 490,  471 399,  442 091,88.4,106.6,18.2,52.4,52.5,52.3,125.1,  6 393
252,Estimates,Central and Southern Asia,1831,,SDG region,1978,  924 794,  935 946,  482 976,  452 971,90.6,106.6,18.3,52.9,52.9,52.9,122.5,  6 335
253,Estimates,Central and Southern Asia,1831,,SDG region,1979,  947 099,  959 012,  494 826,  464 186,92.8,106.6,18.4,53.5,53.4,53.6,119.7,  6 274
254,Estimates,Central and Southern Asia,1831,,SDG region,1980,  970 924,  983 002,  507 168,  475 834,95.2,106.6,18.4,54,53.8,54.3,116.8,  6 235
255,Estimates,Central and Southern Asia,1831,,SDG region,1981,  995 080, 1 007 546,  519 864,  487 683,97.5,106.6,18.5,54.5,54.1,54.9,114,  6 176
256,Estimates,Central and Southern Asia,1831,,SDG region,1982, 1 020 012, 1 032 753,  532 875,  499 878,100,106.6,18.6,55,54.6,55.6,111.2,  6 105
257,Estimates,Central and Southern Asia,1831,,SDG region,1983, 1 045 494, 1 058 576,  546 098,  512 478,102.5,106.6,18.7,55.6,55,56.2,108.5,  6 029
258,Estimates,Central and Southern Asia,1831,,SDG region,1984, 1 071 658, 1 084 941,  559 546,  525 395,105,106.5,18.7,56,55.4,56.7,106,  5 979
259,Estimates,Central and Southern Asia,1831,,SDG region,1985, 1 098 223, 1 111 736,  573 164,  538 572,107.6,106.4,18.8,56.5,55.8,57.3,103.5,  5 896
260,Estimates,Central and Southern Asia,1831,,SDG region,1986, 1 125 248, 1 139 066,  587 046,  552 020,110.3,106.3,18.8,57.1,56.4,57.9,100.7,  5 779
261,Estimates,Central and Southern Asia,1831,,SDG region,1987, 1 152 884, 1 166 732,  601 076,  565 656,112.9,106.3,18.9,57.5,56.8,58.4,98.3,  5 663
262,Estimates,Central and Southern Asia,1831,,SDG region,1988, 1 180 581, 1 194 589,  615 201,  579 388,115.6,106.2,19,58,57.2,58.9,95.9,  5 526
263,Estimates,Central and Southern Asia,1831,,SDG region,1989, 1 208 597, 1 222 773,  629 530,  593 242,118.4,106.1,19,58.5,57.6,59.4,93.6,  5 400
264,Estimates,Central and Southern Asia,1831,,SDG region,1990, 1 236 948, 1 251 116,  644 007,  607 109,121.1,106.1,19.1,58.8,57.9,59.7,91.4,  5 277
265,Estimates,Central and Southern Asia,1831,,SDG region,1991, 1 265 285, 1 279 515,  658 546,  620 969,123.9,106.1,19.2,59,58.1,59.9,89.5,  5 182
266,Estimates,Central and Southern Asia,1831,,SDG region,1992, 1 293 746, 1 308 097,  673 112,  634 986,126.6,106,19.3,59.6,58.6,60.6,87,  4 987
267,Estimates,Central and Southern Asia,1831,,SDG region,1993, 1 322 449, 1 336 270,  687 481,  648 789,129.3,106,19.4,59.9,59,61,84.9,  4 843
268,Estimates,Central and Southern Asia,1831,,SDG region,1994, 1 350 090, 1 363 923,  701 660,  662 263,132,105.9,19.5,60.3,59.4,61.3,82.9,  4 709
269,Estimates,Central and Southern Asia,1831,,SDG region,1995, 1 377 756, 1 391 871,  716 012,  675 859,134.7,105.9,19.6,60.6,59.7,61.7,80.8,  4 572
270,Estimates,Central and Southern Asia,1831,,SDG region,1996, 1 405 985, 1 420 082,  730 511,  689 571,137.5,105.9,19.8,61,60,62.1,78.7,  4 428
271,Estimates,Central and Southern Asia,1831,,SDG region,1997, 1 434 178, 1 448 376,  745 032,  703 344,140.2,105.9,19.9,61.4,60.4,62.6,76.4,  4 288
272,Estimates,Central and Southern Asia,1831,,SDG region,1998, 1 462 575, 1 476 886,  759 643,  717 242,143,105.9,20.1,61.9,60.8,63,74.1,  4 156
273,Estimates,Central and Southern Asia,1831,,SDG region,1999, 1 491 196, 1 505 763,  774 444,  731 319,145.8,105.9,20.3,62.3,61.2,63.6,71.7,  4 019
274,Estimates,Central and Southern Asia,1831,,SDG region,2000, 1 520 330, 1 534 794,  789 363,  745 432,148.6,105.9,20.5,62.8,61.6,64.1,69.3,  3 895
275,Estimates,Central and Southern Asia,1831,,SDG region,2001, 1 549 258, 1 563 977,  804 308,  759 669,151.4,105.9,20.7,63.3,62,64.6,66.9,  3 769
276,Estimates,Central and Southern Asia,1831,,SDG region,2002, 1 578 695, 1 592 671,  818 860,  773 811,154.2,105.8,20.9,63.8,62.4,65.2,64.5,  3 620
277,Estimates,Central and Southern Asia,1831,,SDG region,2003, 1 606 646, 1 621 101,  833 308,  787 793,156.9,105.8,21.1,64.2,62.8,65.7,62.2,  3 468
278,Estimates,Central and Southern Asia,1831,,SDG region,2004, 1 635 556, 1 649 885,  848 017,  801 868,159.7,105.8,21.3,64.6,63.1,66.1,60,  3 318
279,Estimates,Central and Southern Asia,1831,,SDG region,2005, 1 664 214, 1 678 121,  862 418,  815 703,162.4,105.7,21.6,65,63.4,66.6,57.8,  3 165
280,Estimates,Central and Southern Asia,1831,,SDG region,2006, 1 692 028, 1 705 977,  876 566,  829 410,165.1,105.7,21.8,65.5,63.9,67.2,55.5,  3 001
281,Estimates,Central and Southern Asia,1831,,SDG region,2007, 1 719 925, 1 733 040,  890 186,  842 854,167.8,105.6,22.1,65.9,64.2,67.7,53.5,  2 866
282,Estimates,Central and Southern Asia,1831,,SDG region,2008, 1 746 155, 1 759 490,  903 399,  856 091,170.3,105.5,22.4,66.3,64.6,68.2,51.4,  2 741
283,Estimates,Central and Southern Asia,1831,,SDG region,2009, 1 772 826, 1 786 570,  916 901,  869 669,172.9,105.4,22.6,66.7,64.9,68.6,49.5,  2 638
284,Estimates,Central and Southern Asia,1831,,SDG region,2010, 1 800 314, 1 813 842,  930 484,  883 358,175.6,105.3,22.9,67.1,65.4,69,47.5,  2 515
285,Estimates,Central and Southern Asia,1831,,SDG region,2011, 1 827 369, 1 840 842,  943 942,  896 900,178.2,105.2,23.2,67.6,65.8,69.5,45.5,  2 392
286,Estimates,Central and Southern Asia,1831,,SDG region,2012, 1 854 315, 1 867 238,  957 125,  910 113,180.7,105.2,23.5,68,66.2,69.9,43.6,  2 275
287,Estimates,Central and Southern Asia,1831,,SDG region,2013, 1 880 161, 1 892 781,  969 884,  922 897,183.2,105.1,23.8,68.4,66.6,70.3,41.7,  2 157
288,Estimates,Central and Southern Asia,1831,,SDG region,2014, 1 905 401, 1 917 606,  982 270,  935 337,185.6,105,24.1,68.8,67,70.7,39.8,  2 022
289,Estimates,Central and Southern Asia,1831,,SDG region,2015, 1 929 812, 1 941 567,  994 227,  947 340,187.9,104.9,24.4,69.1,67.4,71,38.1,  1 924
290,Estimates,Central and Southern Asia,1831,,SDG region,2016, 1 953 322, 1 965 448, 1 006 136,  959 312,190.3,104.9,24.7,69.5,67.8,71.4,36.3,  1 827
291,Estimates,Central and Southern Asia,1831,,SDG region,2017, 1 977 573, 1 989 429, 1 018 157,  971 272,192.6,104.8,25,69.9,68.1,71.7,34.8,  1 718
292,Estimates,Central and Southern Asia,1831,,SDG region,2018, 2 001 285, 2 013 149, 1 030 139,  983 010,194.9,104.8,25.3,70.2,68.5,72,33.3,  1 639
293,Estimates,Central and Southern Asia,1831,,SDG region,2019, 2 025 012, 2 036 731, 1 042 110,  994 621,197.2,104.8,25.6,70.5,68.8,72.3,32,  1 557
294,Estimates,Central and Southern Asia,1831,,SDG region,2020, 2 048 450, 2 059 942, 1 053 836, 1 006 106,199.4,104.7,25.9,69.7,67.8,71.8,30.7,  1 477
295,Estimates,Central and Southern Asia,1831,,SDG region,2021, 2 071 434, 2 081 130, 1 064 373, 1 016 758,201.4,104.7,26.2,67.5,65.9,69.4,29.5,  1 411
296,Estimates,Central and Southern Asia,1831,,SDG region,2022, 2 090 826, 2 101 809, 1 074 491, 1 027 319,203.5,104.6,26.5,71.4,69.7,73.2,28.3,  1 350
297,Estimates,Central and Southern Asia,1831,,SDG region,2023, 2 112 792, 2 123 893, 1 085 190, 1 038 704,205.6,104.5,26.8,71.7,70,73.6,27.2,  1 290
298,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1950,  829 020,  836 464,  424 576,  411 889,51.5,103.1,21.1,43.1,40.6,45.9,128.5,  6 637
299,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1951,  843 909,  851 474,  431 774,  419 700,52.4,102.9,21,44.4,42.2,47,125.4,  6 559
300,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1952,  859 039,  868 736,  440 257,  428 479,53.5,102.7,20.8,46.1,44.2,48.2,122,  6 665
301,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1953,  878 433,  887 673,  449 699,  437 974,54.7,102.7,20.6,46.9,45.1,48.8,119.4,  6 601
302,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1954,  896 912,  907 148,  459 466,  447 682,55.9,102.6,20.4,47.9,46.2,49.8,117,  6 609
303,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1955,  917 383,  927 908,  469 886,  458 022,57.1,102.6,20.3,48.6,46.7,50.6,113.9,  6 537
304,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1956,  938 432,  948 480,  480 186,  468 294,58.4,102.5,20.2,49.1,47.3,51.1,111.4,  6 343
305,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1957,  958 527,  970 085,  491 019,  479 066,59.7,102.5,20.1,49.7,47.8,51.7,108.9,  6 381
306,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1958,  981 643,  992 037,  502 019,  490 018,61.1,102.4,19.9,50.2,48.3,52.3,106.1,  6 138
307,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1959, 1 002 432, 1 008 841,  510 342,  498 499,62.1,102.4,19.9,44.3,42.5,46.3,133.6,  8 102
308,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1960, 1 015 251, 1 019 338,  515 409,  503 929,62.8,102.3,19.9,39.6,38,41.3,156.8,  9 584
309,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1961, 1 023 424, 1 028 545,  519 844,  508 701,63.3,102.2,20,45,43.1,47,129,  6 875
310,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1962, 1 033 666, 1 046 069,  528 587,  517 482,64.4,102.1,20,52.4,50.3,54.7,96.5,  5 099
311,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1963, 1 058 473, 1 074 016,  542 698,  531 318,66.1,102.1,19.6,53,50.9,55.3,94.4,  5 760
312,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1964, 1 089 559, 1 103 663,  557 693,  545 970,68,102.1,19.3,53.7,51.5,56,92,  5 759
313,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1965, 1 117 767, 1 131 755,  571 837,  559 918,69.7,102.1,19,53.5,51.1,56.1,90.5,  5 811
314,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1966, 1 145 743, 1 159 510,  585 817,  573 693,71.4,102.1,18.8,54.6,52.4,56.9,87.7,  5 569
315,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1967, 1 173 277, 1 186 705,  599 539,  587 165,73.1,102.1,18.7,55.6,53.5,58,84.5,  5 303
316,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1968, 1 200 133, 1 215 783,  614 202,  601 580,74.9,102.1,18.7,56.2,53.9,58.5,82.3,  5 322
317,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1969, 1 231 433, 1 246 878,  629 920,  616 958,76.8,102.1,18.6,56.9,54.7,59.2,79.6,  5 179
318,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1970, 1 262 324, 1 278 014,  645 645,  632 369,78.7,102.1,18.7,57.6,55.4,59.9,76.9,  5 024
319,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1971, 1 293 705, 1 308 693,  661 192,  647 500,80.6,102.1,18.7,58.4,56.2,60.7,73.9,  4 757
320,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1972, 1 323 680, 1 338 308,  676 236,  662 072,82.4,102.1,18.9,59,56.7,61.3,71.3,  4 507
321,Estimates,Eastern and South-Eastern Asia,1832,,SDG region,1973, 1 352 935, 1 367 263,  690 897,  676 366,84.2,102.1,19,59.8,57.5,62.2,68.4,  4 218
